0.000000000000000000e+00, 0.000000000000000000e+00
1.000000000000000021e-02, 5.000000000000000278e-02
2.000000000000000042e-02, 1.000000000000000056e-01
2.999999999999999889e-02, 1.504982974999999890e-01
4.000000000000000083e-02, 2.014458696197888865e-01
5.000000000000000278e-02, 2.528426853445058797e-01
5.999999999999999778e-02, 3.046887133869468078e-01
7.000000000000000666e-02, 3.569839221876401902e-01
8.000000000000000167e-02, 4.097282799149239985e-01
8.999999999999999667e-02, 4.629166878640311178e-01
1.000000000000000056e-01, 5.165405729118622835e-01
1.100000000000000006e-01, 5.705916618176254396e-01
1.199999999999999956e-01, 6.250619646792279216e-01
1.300000000000000044e-01, 6.799437596423605346e-01
1.400000000000000133e-01, 7.352295787428060336e-01
1.499999999999999944e-01, 7.909121947761521554e-01
1.600000000000000033e-01, 8.469846091009287647e-01
1.700000000000000122e-01, 9.034400402914930517e-01
1.799999999999999933e-01, 9.602719135659820715e-01
1.900000000000000022e-01, 1.017473850922524958e+00
2.000000000000000111e-01, 1.075039661923816947e+00
2.099999999999999922e-01, 1.132963335076237810e+00
2.200000000000000011e-01, 1.191239029755062351e+00
2.300000000000000100e-01, 1.249861068632052152e+00
2.399999999999999911e-01, 1.308823930565921279e+00
2.500000000000000000e-01, 1.368122243919904557e+00
2.600000000000000089e-01, 1.427750780273977727e+00
2.700000000000000178e-01, 1.487704448502245258e+00
2.800000000000000266e-01, 1.547978289188661094e+00
2.899999999999999800e-01, 1.608567469356618318e+00
2.999999999999999889e-01, 1.669467277490075396e+00
3.099999999999999978e-01, 1.730673118825795775e+00
3.200000000000000067e-01, 1.792180510898003343e+00
3.300000000000000155e-01, 1.853985079318306139e+00
3.400000000000000244e-01, 1.916082553775147135e+00
3.500000000000000333e-01, 1.978468764238305200e+00
3.599999999999999867e-01, 2.041139637355125380e+00
3.699999999999999956e-01, 2.104091193026193629e+00
3.800000000000000044e-01, 2.167319541149127726e+00
3.900000000000000133e-01, 2.230820878520011430e+00
4.000000000000000222e-01, 2.294591485882789161e+00
4.100000000000000311e-01, 2.358627725117656393e+00
4.199999999999999845e-01, 2.422926036560133944e+00
4.299999999999999933e-01, 2.487482936443113246e+00
4.400000000000000022e-01, 2.552295014454713407e+00
4.500000000000000111e-01, 2.617358931405290523e+00
4.600000000000000200e-01, 2.682671416997399749e+00
4.700000000000000289e-01, 2.748229267692942290e+00
4.799999999999999822e-01, 2.814029344672112298e+00
4.899999999999999911e-01, 2.880068571879124573e+00
5.000000000000000000e-01, 2.946343934150031707e+00
5.100000000000000089e-01, 3.012852475418248854e+00
5.200000000000000178e-01, 3.079591296993682725e+00
5.300000000000000266e-01, 3.146557555911627002e+00
5.400000000000000355e-01, 3.213748463347826156e+00
5.500000000000000444e-01, 3.281161283096334813e+00
5.600000000000000533e-01, 3.348793330107006749e+00
5.700000000000000622e-01, 3.416641969079640351e+00
5.799999999999999600e-01, 3.484704613111989424e+00
5.899999999999999689e-01, 3.552978722399008582e+00
5.999999999999999778e-01, 3.621461802980864064e+00
6.099999999999999867e-01, 3.690151405537382079e+00
6.199999999999999956e-01, 3.759045124226738643e+00
6.300000000000000044e-01, 3.828140595566326798e+00
6.400000000000000133e-01, 3.897435497353845424e+00
6.500000000000000222e-01, 3.966927547626771577e+00
6.600000000000000311e-01, 4.036614503658474185e+00
6.700000000000000400e-01, 4.106494160989322850e+00
6.800000000000000488e-01, 4.176564352491244136e+00
6.900000000000000577e-01, 4.246822947464242048e+00
7.000000000000000666e-01, 4.317267850763499837e+00
7.099999999999999645e-01, 4.387897001955736620e+00
